userName,score,at,content
Andi Yunus,1,2021-12-09 03:36:31,"Awal-awal sih sudah senang akhirnya saya bisa pesan makanan dan pas masuk kok nggak bisa pesan?,saya liat nggak ada makanan di situ ini penipuan atau nggak ada ya?,tolong dong nevoloper grab gimana saya pesan makanan kalo makanan nggak ada gitu.kalo sudah ada makanannya nanti gua kasih bintang 5 🙏🏻🙏🏻"
Jessica Aprilia,2,2021-12-09 03:26:22,"Semakin kesini kok driver2 nya susah didapetin, parahnya udah nunggu lama, posisi driver tambah jauh, tiba2 sama driver di cancel padahal lokasi saya sesuai maps.. Tolong perbaiki ini"
Rina Setiasih,2,2021-12-09 00:29:33,Masalah saya sdh hmpir mau dua minggu...belum settle lagi...sudah call cs jawabanya hanya menunggu .sampai kapan..sudah email juga kueang respon..tidak ada kejelasan pasti...kurang memuaskan...
yudi kristanto,4,2021-12-08 20:07:47,"Saya kasih bintang 4, karna akses utk Grabfood sangat baik bisa diakses melalui komputer biasa dibanding dgn aplikasi sebelah, sayangnya grab utk kendaraan harganya paling mahal dibanding aplikasi sebelah"
wati indah,1,2021-12-08 20:04:52,"Sudah lama sekali saya tidak pake akun grab karena kecewa dengan aplikasinya, dan akhirnya saya pakai lagi waktu belanja online dan hanya bisa pakai kurir dari grab, dan entah kenapa titik alamat saya selalu meleset di driver grab, saya cek di google maps titik nya benar, hingga driver marah2 kesaya, padahal klo driver dari aplikasi lain aman2 saja tidak pernah kesasar, sudah 2 kali saya begitu, gak lagi2 pakai app ini, mana drivernya galak2 banget"
GOOD VIBES,2,2021-12-08 13:35:52,kalau bisa saat kita pesan makanan bisa dibtalkan jika blm menemukan pengemudi!!
Bagus Pamuji,1,2021-12-08 12:21:08,"Grabfood pilihan sangat sedikit di pangkalpinang, gak kyak gofood melimpah pilihannya. Banyak tempat makanan tutup, padahal di gofood buka semua.😏😏"
alzan azzam,4,2021-12-08 12:16:28,"Grab banyak membantu. Tapi pernah juga dapat driver yang bilang g ada kembalian, pas hujan deras, customer coba nukar uang di warung2 terdekat, tapi g dapat,, eh ujungnya driver bilang, sini mas (driver punya kembalian). Hampir aja berantem mereka. Ada juga yang salah pesanin, jadi pesanannya banyak banget."
Ida Suswati,5,2021-12-08 10:33:56,"seneng deh belanja pakai grab mart,banyak promo tentunya"
Irfan San,4,2021-12-08 09:44:04,Tolong dong . Klw bisa beli food metode pembayaran via LINKAJA. Sayang saldo saya gak ke pake. 1juta.
Hans Octaviandy,5,2021-12-08 05:51:01,Aplikasi sangat efisien dan efektif❤
Sarmin sarmin,1,2021-12-08 03:41:49,Akun ditangguhkan bodo amat Sekarang ga penting mau banding juga males kaya ga ada aplikasi lain yg lebih baik ja saya ga ambil pusing walaupun ditangguhkan ga jelas malah sekarang banyak aplikasi yg lebih memguntungkan di satu aplikasi dg promo yg lebih menarik dan ga troble terus.
Nur Annisa,1,2021-12-08 03:22:50,"akun ditangguhkan..padahal sering dipake aplikasinya..titik sesuai pembayaran juga sesuai..parah nih..jadi males..tadinya kasih bintang 5 skg cukup 1 aja. sudah ajukan banding, dan sudah lewat 5 hari kerja masih ditangguhkan..fix ga pakai grab lagi.."
Renny Anggraini,1,2021-12-08 01:46:27,"grab semakin BURUK pelayanan nya..semakin ribet, makin susah buat pesan nya..SEMAKIN MAHAL pula. pesan makan jarak 0,1 km ongkirnya 20 ribu pdahal harga mkannya 15 rb. sinting ini operator grabnya. trus kasi promo bohong, gak pernah bisa di pake. trus kita dikelabui dengan tulisan2 alasan2 faktor inilah itulah..jam sibuk lah pdahal 24 jam memang slalu begitu..uuh mending beralih ke apk yg lain 🚣"
Cuyik Agustieningsih,1,2021-12-07 15:27:38,"Demi apapun grab sekarang gak jelas. Akun gak kenapa2 dibekukan. Padahal cuma dibuat pesen grabfood sekali terus tiba2 akun ditangguhkan. Kasih alasan dong. Terus untuk mutasi driver juga skrg dipersulit, iya kalo mutasi akun lama bali, habis mutasi akunnya baru lagi. Minta tolong diperbaiki"
Sport Player65,1,2021-12-07 13:50:29,"Masa antar makanan beda alamat,jadi alamat lokasi bekas yang kemarin masih nongol di titik penjemputan.beda dengan gojek tepat sasaran kita ga perlu nyari titik lokasi start!!!"
Helda28,1,2021-12-07 13:40:49,"Sangat kecewa dengan driver grab. Saya pesan makanan sudah 2 jam lebih tidak kunjung datang. Di tlp gak di angkat, di chat juga gk di jawab -_-"""
Dwi Raihan,4,2021-12-07 13:22:59,"Trauma sbnrnya mau pake grab. Karna pernah ad kendala d pengiriman. Dan d cancel tdk bsa. Sdgkan dr driver jg ga bs cancel malah d limpahkanke driver lain.. Pdhal saya mau cancel. Y sdah saya uninstall saja aplikasi. Dan tb"" Driver dtg trs pdhal saya ga pesen. Itu kejadian jam 10 mlam. Buat istirahat terganggu aja."
Siti Habibah,1,2021-12-07 13:02:48,Pusat bantuan nya gak ada solusi. Gak ngebantu sama sekali. Pesan grabfood 3 jam gak jalan2 drivernya. Pusat bantuan nya perlu di suspend sekalian
MOVE GAME,1,2021-12-07 11:56:48,Kacau saya pesan makanan sampai 2 jam lebih tdk datang mau di batalkan tdk bsa padahal mitra suda bilang klw dia sudah batalkan tpi di aplikasi masih berjalan dan susahnya menghubungi cs nya....
shadik audia rahman,1,2021-12-07 11:46:45,"Aplikasi eror, padahal udah mesan tapi driver nya bilang pesanan gk masuk ke drive nya.. Tolong pihak grab segera di perbaiki.. Baru kali ini mesan sampe eror gk ngerti lagi sama aplikasinya"
Asep Sp2,1,2021-12-07 11:25:08,Parah auto uninstall.. pesen grabfood aplikasi driver eror pesanan di resto udah jadi.. aplikasi ga bisa cancel.. mau cancel harus tlpn.. kebetulan ga punya pulsa. terpaksa uninstall
Febby Anjela,1,2021-12-07 10:01:06,"Kenapa baru digunakan bisa, tetapi kesokannya gabisa dibuka karena akun anda ditangguhkan, 2 kali saya coba pake nomor yg berbeda ttp sama. Padahal saya gaada ngapa""in sama sekali, hanya cek makanan saja. Mohon pihak grab tolong dibenerin dong jika ada bug atau semacamnya!!!"
Sunata Wirawan,1,2021-12-07 08:26:54,Aplikasi semakin tolol. Dulu cari lokasi dengan ketik beberapa kata kunci sudah ketemu. Sekarang hampir 1 jam saya cari lokasi sendiri gak ketemu juga. Pantas semua kiriman grab ke tempat saya pada nyasar semua
hendra agus hendra,5,2021-12-07 07:31:27,sangat membantu dan memuaskan dalam pelayanan
nur hayati,1,2021-12-07 06:48:31,aplikasi parah ..... kayaknya makin lama makin ancur ...... mau bayar pakai link aja udah 3 bulan ga bisa2 ... selalu saldo kurang .. padahal di link aja saldo lebih dr biaya yg ada ... aneh nya cuma di grab doang kalo pake link aja di tarik saldo ngelebihin dr biaya yg ada ..... di aplikasi gojek saldo di potong sesuai ..... lucu aja sih bikin aplikasi kaya g niat di pake bayar pakai pembayaran ug lain .. semua mesti ovo ..... klo mau eksklusif ovo jgn nawain metode pembayaran lain lah ....
Rumaila Angeline,1,2021-12-07 06:31:11,"Baru 3x melakukan perjalanan, yg ke4 udah gabisa pake promonya. Knp knp knp grab? Tolong bos grab kasih tau knp bisa gitu, yg ke3 kudu pake verif muka.."
asni puspitasary,1,2021-12-07 05:57:11,"Awal'y saya suka dan senang bgt pake apliksi ini tpi makin kesini makin kesal saya apalagi setelah saldo ovo cash dan ovo poin saya dipotong gitu aja sedang pesanan sdh dibatalkan,, pas pusat bantuan dichat malah disuruh nunggu terus padahal bukan cuma sekali aq chat tapi tdk ada pengembalian saldo ovo saya sampai sekarang,"
RieVan Music official,5,2021-12-07 02:57:36,mantap pelayanan nya luar biasa dan terjangkau harganya
Lutfi Fatri Hamzah,4,2021-12-07 00:50:46,pesen uda di batalin sama drifernya. untung aja drifer yang kedua mau nganterin meskipun jauh
Shafira Marifatul354,5,2021-12-06 22:00:43,"lebih mudah dalam mencari dan melihat harga makanan, cuma lebih sering² ngasih voucher yang bisa dipakai ya.. percuma ngasih voucher tpi gabisa dipakai.. terimakasih"
Anindya Paramitha,5,2021-12-06 21:23:37,"baru pakai grab app lagi karena sebelumnya sempat error. pesan Grabfoob pertama kali lagi, sudah dapat promo 40%. waktu pengiriman cepat, ulasannya juga lengkap. terimakasih grab!"
andrie hermawan,5,2021-12-06 14:16:08,nice app banyak promo buat pengguna baru smoga makin maju Grab :)
Azalianty Auliah,1,2021-12-06 14:03:14,"Baru download mau pesan makanan Pas daftar dah masuk mau pilih makanan gambarnya putih semua,ku pikir hp ku yg lemot jdi ku kembali trs mau masuk ke apknya lagi d suruh daftar lagi ,pas mau login ada tulisan ""akun anda d tangguhkan karna aktivitas diluar kewajaran "" itu maksudnya gmna ya?"
Setiyadi P.,1,2021-12-06 12:52:20,"Habis diupdate kok jadi aneh. Username sama alamat email msh sama, tp nmr hpnya beda dan saya ga tau itu mnr siapa. Mau saya edit ulang profil, tp malah suruh login..pas coba login, gagal. Krn mungkin nmr hp yg tadi memang bukan punya saya. Ok. Bikin akun baru, gagal jg. Katanya data udah pernah terdaftar. Lah, td bukannya saya pake data pribadi saya yg bnr, tp digagalkan?"
Moch Agung,1,2021-12-06 12:40:00,"kenapa ya saya ganti HP lalu mau login dengan akun dan no yg sama akun sya di bekukan karna ada aktivitas yg ga biasa, padahal sya ga merasa melakukan apa2, hanya order grabfood normal aja, tolong penjelasan nya"
Arlin A,1,2021-12-06 11:10:01,"Kok pas mau login akun nya ditangguh kan ya? Itu kira"" knpa ya , sudah coba pake 2 nomer ttp sama aja"
maulluna kiswata,1,2021-12-06 10:55:58,"Aktivin ovo ribet.. salah ketik kode cuma tiga kali, dicoba setelah beberapa menit tetep gk bisa.. kecewa banget, padahal keburu butuh! Kecewa! Sama aplikasi ini."
aryo Sulistiyana,1,2021-12-06 09:21:00,menurut saya aplikasi grab ini cukup bagus tapi harus ada yang diperbaiki lagi dan pelayanan nya di tingkatkan lagi dan tingkatkan lagi kesopanannya karna banyak yang tidak sopan pokonya sangat membantu saya tapi kadang kadang kesel juga sih
Fitri Ani,1,2021-12-06 09:10:46,Gak bisa login setiap login keluar sendiri Selamat tinggal grab Saya pindah transportasi online GOJEK saja
Dyah Wahyuningrum,1,2021-12-06 04:35:36,Saya pengguna grabfood . Gatau yaaa kalo psn lwat grab selalu lama sampainya di banding kan ojol lainnya .banyak driver yg kyknya bw orderan ga cm 1 . Pernah jg sampai Makanannya dingin . Sungguh mengecewakan . seharusnya selesaikan 1orderan bari baru menyelesaikan yg lainnya
Ela Nurlela,5,2021-12-06 01:21:37,grab sangat membatu perjalanan..bisa mengantar kapan saja. grab ia the best
SHERLY EMBAR PRATIWI MUGI ANGGRAINY,1,2021-12-06 00:50:48,"Ini greb kenapa ya!,saya dapat promo saya menggunakannya tapi tulisannya "" kode promo tidak bisa digunakan"" padahal masa berakhirnya masih lama! Ini gimana ya?"
Himawan Andriya,1,2021-12-05 13:25:58,Terlalu sering up date...memory terpakai terlalu besar..
Ika Kurniawan,3,2021-12-05 13:24:51,"Kurang memuaskan, diskon terlihat besar tp potongannya kecil, untuk pusat bantuan/pengaduan chat online tidak 24jam jadi kalau ada apa2 ga bisa langsung ditangani. Mohon ditingkatkan lagi"
Ikhsan Adi Prabawa,2,2021-12-05 12:27:34,"Sekarang grab banyak miss gak kaya dulu. Grab food munculnya toko sekitar? Seperti indomaret, toko elektronik. Tolong kembalikan fungsi grab food sebenernya. Soalnya mau cari makanan kok ada toko elektronik, toko buku yang masuk di grab food."
m_ fcstory,3,2021-12-05 10:53:44,"pencarian jarak tidak pernah relevan. tidak beraturan, pembayaran kalau bisa gk mesti harus transfer ke ovo melainkan lgsg tranfer VA, kyk gini mesti harus ada sisa terus di akun, padahal akun nya file nya gede bgt."
Tita Supriyanti,5,2021-12-05 10:18:44,"apk nya sangat membantu, dan mudah menggunakannya😊"
Marwan Anshari Siregar,1,2021-12-05 10:10:08,"Ada notifikasi aktivitas tidak wajar. Aplikasi Sampah. Saya tidak pernah curang pakai aplikasi ini. Selama ini baik-baik saja. Mungkin ada laporan dari driver. Saya tidak akan pakai lagi aplikasi ini. Ingat, Grab bukan aplikator tunggal, masih ada GO-JEK dan lainnya. Jangan sombong"
Tyarazhafirah Tamzil,2,2021-12-04 21:58:38,"Paraaah. Saya buka gift dari teman saya, tapi syaratnya harus update dulu.. Terus pas selesai updatenya, buka lagi.. Eh malah ilang tanpa jejak gift sayanya.. -_-"
Quffialfasanah 1,5,2021-12-04 19:20:49,"Tolong dong sistemnya di benerin min, masa klo pesanan grabfood sudah di terima sepihak oleh pihak driver, makanan ga diantar duit melayang, gada tanggung jawab apa"", saldo juga gabisa balik :) Payah grab gak kyak gofood yg masih bisa konfirmasi sama driver :)"
Alfiliana Kusumawati,3,2021-12-04 17:38:26,Gimana ya..ini saya dari tadi Download sudah lebih dari 7 kali tapi kenapa tidak bisa terdownload padahal penyimpanan memori saya masih ada dan sinyalnya juga bagus tapi kenapa ngga bisa???
ArllPC Chanel,1,2021-12-04 16:06:28,Ga tau apa penyebab nya tiba-tiba akun di tangguhkan udan ngajun banding 2 kali tapi tak ada respon
Dany Malik,1,2021-12-04 14:08:08,Semakin di kenal bukan semakin cepet dan gampang dengan pencarian driver malah semakin buruk dan lambat.
Yunada Budiarto,4,2021-12-04 12:20:07,"Aplikasi Grab terlalu berat. HP baru memang sdh bisa mengakomodir, tetapi jika dibuat lebih ringan dan praktis, akan sangat membantu sekali."
Desi Rahayu,1,2021-12-04 10:09:35,Sangat amat tidak sopan saya lebih dari 10kali order gocar di cancel mana urgent bgt bawa orang sakit udah saya chat tlpn bilang saya lebihin ongkosnya 50rb karna saya buru2 tapi sama sekali ga ada tanggapan yg ada saya di cancel kecewa bener2 kecewa saya akan share ke sosial media
Fajar Dennur,4,2021-12-04 09:26:36,"Saya turunkan 1 bintang. Terimakasih sangat membantu, Tapi sayang kalau pesen grabcar ada saja oknum driver yang minta di cancel dengan alasan jarak penjemputan jauh."
Coc Pribadi,5,2021-12-04 08:08:50,"Aku suka lagu iklannya yang paket 1000 unlimited. Ehem ehem... ♪♫♬ ""Paket 1000 unlimited pasti dapet diskon.... diskon lagi, lagi, dan lagi.. Yuk beli paket 1000 ulimited!!!"" Sekian... ☻ 👏👏👏"
Mila veronica227,5,2021-12-04 06:38:22,Driver nya ramah dan perjalanan terasa nyaman👍
Amelia Krs,1,2021-12-04 05:09:06,"Akun mama saya ditangguhkan padahal ga pernah buat curang sama sekali, pakai nomor gak bisa, google, email, facebook pun juga gak bisa. Tulisannya akun ditangguhkan semua, padahal waktu itu mau pesen Grab-Car karena lagi genting. Malah jadi lama gara-gara ngurusin akun di grab yang sama sekali gak ada perubahan."
Delfi Anggraeni,5,2021-12-04 04:57:02,"Suka banget sama aplikasi setiap pesen go ride atau go car otomatis langsung dapet , gerak cepat ga perlu nunggu lama walau di musim hujan juga Selalu di kasih notif kalau ada promo atau voucher Makasih grab 🖤"
bayu,1,2021-12-04 04:21:52,"parah , harus verifikasi wajah . ujung ujung nya tgl 01 acara sy berantakan dah telat semua . pesawat juga dah terbang . hanya gara gara verifikasi wajah yg gak detec detec 1 jam . parah"
fenny hms,1,2021-12-04 03:31:11,Bintang 1 dulu sampe ui ux nya jadi lebih mudah untuk tracking posisi driver dan menghubungi driver bisa langsung via chat
hasyim calligraphy pen,1,2021-12-04 03:11:29,Udah sering kaya gini : Kurir sering lama grab food. Padahal lokasi deket banget. Tapi ngaret hampir 1 jam. Padahal pas saya ambil langsung ke penjual itu barang sudah siap antar dari 1 jam lalu.
Nafta Azrika,5,2021-12-04 03:04:02,"nyaman, good service, ramah dan tahu jalan👍👍🙏🙏"
Arie Wardianto,2,2021-12-04 02:16:02,"Niat pake grab bike biar bisa cepet, tapi ""driver lg pd sibuk"". Dipaksa pake grabcar dan ujungnya terjebak macet."
Stephanie Angelia,2,2021-12-04 02:09:25,"Saya mengisi saldo ovo di grab, saldo saya terpotong nominalnya, padahal sudah mengisi lewat Mbanking juga sudah kena biaya admin, ini saldo malah kena potong juga,, gmn sihhh!!"
Apriliyah Devi,1,2021-12-03 23:46:18,Kenapa gambar tidk muncul ya..?? Diresto2nya saya kasi b1 dlu.. Mau pesan makanan gak ada gambar bagaimana liatnya.. Apacuma hp sy aja ya atau memang g nampilin gambar
Krisen Ten,2,2021-12-03 23:34:22,Driver grab tolong di treat dengan benar. Masa bisa menyalakan aplikasi grabnya tapi hp nya ditinggal. Dan ketika ada orderan drivernya bisa ngga tau. Saya menunggu driver grabbike smp 15 menit lebih tidak ada respon. . padahal jaraknya dekat antara saya dan driver. Kemudian tiba-tiba dicancel oleh driver. Apa ngga bikin emosi. Saya jg jadi terganggu
chairul anwar,1,2021-12-03 21:16:44,"Sering error, tidak bosa mengirkm pesan saat menyesuaikan titik lokasi penjemputan, dan tidak berfungsinya peta untuk menyesuaikan titik penjemputan, serta menerima panggilan masuk dari driver Grab."
Heri Sulaiman,1,2021-12-03 21:15:49,"Saya memesan grabcar dgn menggunakan ovo,tp saya sangat kecewa krn hrs menunggu hampir setengah jam pengemudi tidak kunjung datang,saya tlp pun tidak mau diangkt dan tidak ada respon sma sekali,sampai akhir nya saya batalkan pesanan,yg saya mau tanyakan apakah ada sansi buat pengemudi tersebut,sedangkan kalau saya cancel terkadang akun saya yg dibeku kan,padahal terkadang kesalahan ada pada pengemudi grab,"
Sarupa Sawarna,5,2021-12-03 14:49:35,"Buat penumpang YG MUNAFIK. Sesungguhnya si penumpang itu MUNAFIK, 1. butuh driver,tapi ga merhatiin dari biaya parkir 2.nyuruh cepet giliran udah datang driver dianya blum ada nongol,(tunggu bentar ya mas )kan tolol. 3.butuh driver tapi sikapnya SENTIMEN,CAPER dengan berlaga solah2 ketakutan,tampang sinis,berlaga was2 padahal tidak ada apa2,kan super2 munafik.setiap liat ojol yg beratribut,sikapnya sentimen,(caper),driver juga menilai,DAN punya perasaan,mana yg bnar2 merasa was2 atau yg CAPER."
Adetiya Pratiwi,1,2021-12-03 14:22:36,"Mau bayar pake metode BCA aja di daftarin gagal lagi gagal lagi anehh bgt si padahal udah bener no kartu, masa aktif sama cvvnya"
Rasya Kekook,1,2021-12-03 14:02:28,Saya menggunakan akun secara wajar kenapa di bekukan..? Saya juga mengisi form Banding tetapi tidak ada balasan apa2 dari pihak grab.
Witarso Praditya,1,2021-12-03 12:50:24,"Saya udah lama ga pake grab, beberapa waktu lalu terpaksa pake, dan ternyata makin ribet buat setting alamat, makin kesni kenapa ga makin simple ya? Saya merasa lebih nyaman dg aplikasi yg dulu sebelum ada update2. Dan karena ketidaknyamanan tsb mohon maaf saya uninstall dulu supaya batin saya tenang. Tks. Semoga makin baik."
Muhammad farhan,1,2021-12-03 12:34:25,"Akun saya ga bisa kebuka ini masa tiba"" Dibekukan.. Uang saya jg msh ada diaplikasi!"
Yuni Handayani,1,2021-12-03 12:08:52,"Ok ok aja sejauh ini Tapi yg bikin aneh dapet voucher potongan perjalanan dari kupon Grabmasnya, tapi gk bisa dipake. Padahal kupon nya blm tergolong, pas udh digosok kaga bisa nih kode diskonnya, gak guna jadinya :')"
